field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement2,was_renovated,Hub distance_HubDist
"12258","1842100160",2014/07/31,513000,"5",2,"2270","8652",1,false,NONE,Average,7 Average,"1150","1120.0","1965",1965,"98052",47.6692,-122.151,"1950","8050","1120",false,0.204984888817387
"12259","4365200055",2014/12/05,450000,"4",2.25,"1990","7320",1,false,NONE,Good,7 Average,"1030","960.0","1965",1965,"98126",47.5237,-122.376,"1320","7320","960",false,1.11409599139058
"12260","3644100030",2015/02/09,432500,"4",1.75,"1500","1856",1,false,NONE,Very Good,7 Average,"750","750.0","1901",1901,"98144",47.5917,-122.296,"1220","1739","750",false,0.198255840542967
"12261","3220079017",2015/02/13,432000,"5",2.75,"2060","329903",1.5,false,GOOD,Very Good,7 Average,"2060","0.0","1989",1989,"98022",47.1776,-121.944,"2240","220232","0",false,1.06559056958983
"12262","8121200710",2015/01/23,480000,"3",2.25,"1950","8892",2,false,NONE,Average,8 Good,"1950","0.0","1983",1983,"98052",47.7213,-122.11,"1900","8750","0",false,0.276935643880381
"12263","3574801740",2014/07/28,402200,"3",1.75,"1790","6980",1,false,NONE,Average,7 Average,"1330","460.0","1980",1980,"98034",47.7311,-122.226,"1770","8081","460",false,0.201012579170421
"12264","644000102",2015/04/13,650000,"3",1,"1520","10227",1,false,NONE,Good,6 Low Average,"1520","0.0","1951",1951,"98004",47.5872,-122.196,"2710","10912","0",false,0.33568199524958
"12265","5315100784",2015/04/24,1200000,"4",2.5,"3240","13044",2,false,NONE,Good,9 Better,"3240","0.0","1984",1984,"98040",47.5825,-122.242,"2920","13044","0",false,0.379416026487042
"12266","9578200030",2014/07/28,312000,"3",2,"2440","13250",1,false,NONE,Good,8 Good,"1440","1000.0","1977",1977,"98030",47.375,-122.227,"2400","10650","1000",false,0.125870045554802
"12267","2313900810",2015/04/02,610000,"4",2,"2220","5821",1.5,false,NONE,Good,7 Average,"1380","840.0","1916",1916,"98116",47.5723,-122.382,"1850","5000","840",false,0.885604563879603
"12268","1623300055",2015/03/23,823000,"5",1.75,"2640","7722",1.5,false,NONE,Good,7 Average,"1650","990.0","1915",1915,"98117",47.6802,-122.361,"1750","4000","990",false,0.746575909348445
"12269","9191200435",2014/11/13,471000,"4",1.75,"1450","3750",1,false,NONE,Good,7 Average,"950","500.0","1925",1925,"98105",47.6706,-122.3,"1850","4000","500",false,0.914217724487478
"12270","2591020560",2014/07/02,481015,"3",2.25,"1550","5511",2,false,NONE,Average,8 Good,"1550","0.0","1987",1987,"98033",47.6946,-122.185,"1620","5511","0",false,0.174508526321977
"12271","1923000260",2014/10/15,1960000,"5",4.5,"6200","23373",3,false,FAIR,Good,11 Excellent,"5050","1150.0","1988",1988,"98040",47.5632,-122.215,"3700","14486","1150",false,0.135968031610413
"12272","2193300390",2014/09/23,624000,"4",3.25,"2810","11250",1,false,NONE,Average,8 Good,"1680","1130.0","1980",1980,"98052",47.692,-122.099,"2110","11250","1130",false,0.378056315652789
"12273","7016200030",2015/03/20,480000,"4",2.5,"2080","7966",1,false,NONE,Average,7 Average,"1200","880.0","1970",1970,"98011",47.7393,-122.181,"1920","7500","880",false,0.517517341858102
"12274","727500030",2014/07/15,815000,"3",1.5,"1370","8671",1,false,NONE,Average,7 Average,"1370","0.0","1955",1955,"98004",47.6217,-122.198,"1580","8671","0",false,0.703788294054597
"12275","1651800030",2014/08/29,1650000,"4",2.25,"2920","20400",1,false,NONE,Good,11 Excellent,"2920","0.0","1966",1966,"98004",47.6237,-122.228,"3080","20400","0",false,0.0657636261573792
"12276","623049094",2014/05/16,180000,"3",1,"1000","18513",1,false,NONE,Average,6 Low Average,"1000","0.0","1940",1940,"98146",47.5118,-122.348,"1280","8113","0",false,0.117686318668492
"12277","2538800030",2015/02/17,156601,"2",1.75,"1210","9750",1,false,NONE,Average,7 Average,"1210","0.0","1984",1984,"98038",47.3438,-122.037,"1650","9750","0",false,0.149915403504483
"12278","7714000310",2014/07/19,374950,"4",2.5,"2790","4650",2,false,NONE,Average,8 Good,"2790","0.0","2004",2004,"98038",47.3557,-122.026,"2850","4650","0",false,0.679517767533265
"12279","254000075",2014/05/19,368000,"2",1.5,"1660","4680",1,false,NONE,Very Good,6 Low Average,"830","830.0","1908",1908,"98146",47.5134,-122.388,"1930","5400","830",false,0.376294135046023
"12280","1257201375",2014/12/02,550000,"3",2,"1650","3952",2,false,NONE,Average,7 Average,"1650","0.0","1950",1950,"98103",47.6727,-122.33,"1210","4560","0",false,0.293532384478065
"12281","8856004582",2014/07/17,198000,"3",1.75,"1300","6318",1,false,NONE,Average,7 Average,"1300","0.0","1980",1980,"98001",47.2752,-122.251,"1150","8002","0",false,0.767385230762106
"12282","3205400240",2014/05/13,345000,"3",1.75,"1090","7200",1,false,NONE,Average,7 Average,"1090","0.0","1968",1968,"98034",47.7227,-122.179,"1240","7200","0",false,0.195486128103164
"12283","3738000070",2015/03/09,1710000,"5",2.5,"2660","6572",1,false,NONE,Very Good,9 Better,"1960","700.0","1959",1959,"98039",47.6176,-122.223,"3960","14595","700",false,0.181776569984419
"12284","8856001090",2015/01/30,185900,"3",1,"940","10890",1,false,NONE,Good,5 Fair,"940","0.0","1909",1909,"98001",47.2763,-122.257,"1370","10255","0",false,0.461133041050705
"12285","3224500240",2014/06/17,950000,"3",2.75,"2750","18029",1,false,AVERAGE,Very Good,9 Better,"1810","940.0","1978",1978,"98006",47.5617,-122.134,"2850","10021","940",false,0.610458567503789
"12286","4139460390",2014/06/20,995000,"4",4.5,"3850","13551",2,false,AVERAGE,Average,10 Very Good,"3000","850.0","1998",1998,"98006",47.5522,-122.103,"3480","10737","850",false,0.527202078031621
"12287","3531900060",2014/08/02,345000,"2",1,"860","8250",1,false,NONE,Average,7 Average,"860","0.0","1940",1940,"98133",47.7132,-122.334,"1780","11200","0",false,0.378270544901911
"12288","4457300135",2014/11/05,741000,"4",2.75,"2070","10125",1,false,NONE,Average,7 Average,"1390","680.0","1962",1962,"98040",47.5697,-122.219,"1850","10125","680",false,0.385847018902621
"12289","8682292090",2014/07/09,737000,"2",2.25,"2290","9772",1,false,NONE,Average,8 Good,"2290","0.0","2007",2007,"98053",47.7199,-122.025,"1810","6077","0",false,0.0627764545541531
"12290","7278700069",2014/05/21,668750,"4",2.5,"2340","6420",1,false,AVERAGE,Average,8 Good,"1590","750.0","1964",1964,"98177",47.7728,-122.386,"2110","10856","750",false,0.37555028394566
"12291","5710610800",2014/07/02,575000,"3",1.75,"2680","8625",1,false,NONE,Very Good,8 Good,"1590","1090.0","1974",1974,"98027",47.5316,-122.056,"2620","14275","1090",false,0.326851739361034
"12292","8651443420",2014/10/17,280000,"4",2,"1710","5440",1,false,NONE,Very Good,8 Good,"1030","680.0","1976",1976,"98042",47.366,-122.093,"1620","6696","680",false,0.255912043315633
"12293","7751800070",2014/08/04,583000,"3",1.5,"1800","10050",1,false,NONE,Average,7 Average,"1800","0.0","1955",1955,"98008",47.6344,-122.126,"1610","10050","0",false,0.858709539102611
"12294","2570600140",2015/01/28,196000,"3",2.25,"1510","9600",1,false,NONE,Poor,7 Average,"1090","420.0","1966",1966,"98028",47.7758,-122.238,"1870","10681","420",false,0.281559949351933
"12295","1565950260",2014/05/15,349950,"3",2.5,"1700","7496",2,false,NONE,Average,8 Good,"1700","0.0","1994",1994,"98055",47.432,-122.189,"2280","7496","0",false,0.33222383672928
"12296","7550801170",2014/12/11,429000,"4",1,"1350","3333",1.5,false,NONE,Average,7 Average,"1350","0.0","1912",1912,"98107",47.6727,-122.397,"1530","5000","0",false,0.390855788525903
"12297","6648701740",2015/02/20,270000,"5",2.5,"2140","10320",1,false,NONE,Good,7 Average,"1330","810.0","1967",1967,"98031",47.3927,-122.194,"2050","8964","810",false,0.764379760239895
"12298","7529500030",2014/09/09,385000,"6",4,"2700","7416",1,false,NONE,Average,7 Average,"1350","1350.0","1969",1969,"98108",47.5525,-122.3,"2260","5324","1350",false,1.17243120764083
"12299","9523102420",2014/09/22,535000,"1",1,"920","5000",1,false,GOOD,Good,7 Average,"920","0.0","1906",1906,"98103",47.6748,-122.352,"1890","5000","0",false,0.273999513201919
"12300","7283900521",2015/04/20,352500,"3",1.75,"1500","10269",1,false,NONE,Average,7 Average,"1030","470.0","1958",1958,"98133",47.7672,-122.348,"2090","10269","470",false,0.259371453365261
"12301","7519001275",2015/03/01,624000,"3",1.75,"1510","5200",1,false,NONE,Good,7 Average,"860","650.0","1922",1922,"98117",47.6864,-122.365,"1650","4160","650",false,1.04246024051879
"12302","1432900350",2014/12/17,215000,"5",1.5,"1980","7958",1.5,false,NONE,Average,7 Average,"1980","0.0","1962",1962,"98058",47.4571,-122.17,"1510","8438","0",false,0.629181628186154
"12303","1924059248",2014/06/02,870000,"4",3,"4500","21780",2,false,AVERAGE,Average,9 Better,"3040","1460.0","1980",1980,"98040",47.5581,-122.213,"3540","20473","1460",false,0.165109682712229
"12304","6649500060",2014/07/29,440000,"4",2.5,"3220","8256",2,false,NONE,Average,8 Good,"2610","610.0","2006",2006,"98059",47.495,-122.155,"2500","9472","610",false,0.663178627139825
"12305","2254501342",2015/05/05,518000,"2",1.5,"1140","1149",2,false,NONE,Average,7 Average,"940","200.0","2001",2001,"98122",47.6124,-122.314,"1460","1149","200",false,0.387631871471011
"12306","2025700260",2015/03/25,259500,"3",2.25,"1490","7589",2,false,NONE,Average,7 Average,"1490","0.0","1993",1993,"98038",47.3474,-122.037,"1510","6603","0",false,0.3954758671897
"12307","2386000070",2014/10/29,795127,"4",3.25,"4360","91158",1,false,NONE,Average,10 Very Good,"3360","1000.0","1993",1993,"98053",47.6398,-121.985,"3540","90940","1000",false,0.428909583189184
"12308","2206500105",2014/08/18,290000,"3",1,"960","9000",1,false,NONE,Good,7 Average,"960","0.0","1955",1955,"98006",47.5765,-122.154,"1520","9000","0",false,0.37786132289015
"12309","1953400045",2015/04/23,385000,"4",3,"2253","7700",2,false,NONE,Average,7 Average,"2253","0.0","1957",1957,"98198",47.3935,-122.3,"1786","9052","0",false,0.841804657012057
"12310","3996900575",2014/10/07,259950,"2",1,"770","6542",1,false,NONE,Average,6 Low Average,"770","0.0","1948",1948,"98155",47.747,-122.301,"1120","8149","0",false,0.842992037249408
"12311","869700350",2015/04/29,330000,"2",2.5,"1310","2915",2,false,NONE,Average,8 Good,"1310","0.0","1999",1999,"98059",47.4911,-122.154,"1310","3425","0",false,0.895088455164177
"12312","7387500335",2014/12/19,280000,"3",1,"980","7480",1,false,NONE,Average,6 Low Average,"830","150.0","1948",1948,"98106",47.5206,-122.363,"1140","7480","150",false,0.656120637507838
"12313","6795100563",2014/07/01,595000,"4",2.5,"1820","20011",2,false,NONE,Average,8 Good,"1820","0.0","1987",1987,"98075",47.5842,-122.045,"2710","33915","0",false,0.122352221445815
"12314","8001470560",2014/11/17,925900,"4",3.75,"3980","7828",2,false,NONE,Average,10 Very Good,"3980","0.0","2001",2001,"98074",47.6303,-122.065,"3980","8910","0",false,0.238413599741934
"12315","4140100200",2014/08/08,499000,"3",2.25,"3010","9600",2,false,NONE,Average,8 Good,"2410","600.0","1978",1978,"98028",47.7671,-122.263,"2620","9660","600",false,0.537066725795309
"12316","7212650510",2015/04/03,325000,"4",2.5,"1830","7762",2,false,NONE,Average,8 Good,"1830","0.0","1993",1993,"98003",47.267,-122.31,"2109","8966","0",false,0.260803071673711
"12317","686800070",2014/06/10,895000,"5",2.5,"2550","20875",1,false,NONE,Good,9 Better,"1610","940.0","1953",1953,"98004",47.6336,-122.192,"2510","21673","940",false,0.545426026697475
"12318","5126900200",2015/04/29,162248,"2",1,"800","8960",1,false,NONE,Good,6 Low Average,"800","0.0","1944",1944,"98058",47.4756,-122.174,"850","8082","0",false,0.723981727753895
"12319","6329000070",2014/10/15,1070000,"3",2.25,"2890","21480",2,false,EXCELLENT,Average,8 Good,"1790","1100.0","1941",1989,"98146",47.5027,-122.381,"2110","8107","1100",true,0.184790309136302
"12320","5430300171",2014/07/03,430000,"3",1.5,"1810","5080",1,false,NONE,Average,7 Average,"1030","780.0","1958",1958,"98115",47.6819,-122.287,"1780","7620","780",false,1.10496421859203
"12321","5430300171",2015/01/29,615500,"3",1.5,"1810","5080",1,false,NONE,Average,7 Average,"1030","780.0","1958",1958,"98115",47.6819,-122.287,"1780","7620","780",false,1.10496421859203
"12322","2742100016",2015/04/16,260000,"3",1,"940","5650",1,false,NONE,Average,6 Low Average,"940","0.0","1949",1949,"98118",47.5551,-122.292,"1180","5276","0",false,1.22344857977433
"12323","1324079082",2014/11/17,295000,"4",2,"1810","42981",1,false,NONE,Good,7 Average,"1810","0.0","1973",1973,"98024",47.5597,-121.85,"1980","113691","0",false,0.18870678092553
"12324","1422200496",2014/09/24,1190000,"3",1.75,"2550","6117",2,false,NONE,Average,9 Better,"1650","900.0","1951",2004,"98122",47.6109,-122.285,"2100","4967","900",true,0.136575258616866
"12325","3754500566",2014/11/20,749950,"4",2.5,"2370","2971",2,false,AVERAGE,Average,9 Better,"2080","290.0","2008",2008,"98034",47.7064,-122.224,"2970","7500","290",false,0.226799090390198
"12326","5132000140",2014/06/18,175000,"6",1,"1370","5080",1.5,false,NONE,Average,6 Low Average,"1120","250.0","1931",1931,"98106",47.5238,-122.35,"1020","5080","250",false,0.261728803726989
"12327","5132000140",2015/01/20,415000,"6",1,"1370","5080",1.5,false,NONE,Average,6 Low Average,"1120","250.0","1931",1931,"98106",47.5238,-122.35,"1020","5080","250",false,0.261728803726989
"12328","6131600240",2014/11/19,190000,"3",1,"1200","8316",1,false,NONE,Good,6 Low Average,"1200","0.0","1953",1953,"98002",47.3231,-122.215,"1250","8316","0",false,0.961836787101313
"12329","2768000295",2015/04/17,625000,"3",1.75,"2100","3264",1.5,false,NONE,Very Good,7 Average,"1350","750.0","1912",1912,"98107",47.6702,-122.364,"1720","3750","750",false,0.792322728743833
"12330","4046600320",2014/08/26,420000,"3",2.25,"2020","21010",2,false,NONE,Average,7 Average,"2020","0.0","1995",1995,"98014",47.6988,-121.915,"1850","18151","0",false,0.111552646709123
"12331","1598600320",2015/04/16,339900,"4",1.5,"1570","9210",1,false,AVERAGE,Average,7 Average,"1400","170.0","1965",1965,"98030",47.3864,-122.22,"2326","9210","170",false,0.306770019200433
"12332","4140900270",2015/04/27,160000,"2",1,"1140","23030",1,false,NONE,Average,8 Good,"1140","0.0","1980",1980,"98028",47.7637,-122.266,"1850","14260","0",false,0.430264201077356
"12333","5104510060",2014/12/15,353000,"4",2.5,"1830","5331",2,false,NONE,Average,7 Average,"1830","0.0","2002",2002,"98038",47.3557,-122.016,"1830","5175","0",false,0.933652610084283
"12334","3578400710",2015/02/06,390000,"3",2,"1010","14183",1,false,NONE,Average,8 Good,"1010","0.0","1982",1982,"98074",47.6232,-122.043,"1750","11700","0",false,0.218157269614702
"12335","4036400030",2015/03/05,675000,"4",2.5,"1770","9858",1,false,AVERAGE,Average,8 Good,"1770","0.0","1971",1971,"98155",47.7382,-122.287,"2470","9858","0",false,0.0595534992571048
"12336","6084200060",2015/03/13,400000,"3",2.5,"2120","3757",2,false,NONE,Average,7 Average,"2120","0.0","2006",2006,"98059",47.4787,-122.128,"2230","4103","0",false,0.59222051753435
"12337","1251200055",2014/06/26,1340000,"4",3.5,"3190","5040",2,false,GOOD,Average,10 Very Good,"2160","1030.0","2003",2003,"98144",47.5928,-122.29,"2390","4800","1030",false,0.127387202152608
"12338","8964800860",2015/02/09,1650000,"4",2.5,"2780","11904",1,false,FAIR,Very Good,8 Good,"1730","1050.0","1951",1951,"98004",47.6209,-122.216,"3590","13860","1050",false,0.435983011982334
"12339","9551200270",2014/08/25,1000000,"5",3,"3350","9450",2,false,NONE,Very Good,8 Good,"2180","1170.0","1912",1912,"98103",47.6705,-122.34,"2660","4500","1170",false,0.108452711630495
"12340","3226059128",2014/06/18,850000,"5",3.5,"3450","28324",1,false,NONE,Very Good,8 Good,"2350","1100.0","1972",1972,"98033",47.6991,-122.196,"2640","14978","1100",false,0.205874277776705
"12341","3438500798",2014/07/15,275000,"3",1.5,"1060","6954",1,false,NONE,Good,6 Low Average,"1060","0.0","1983",1983,"98106",47.5498,-122.355,"1560","6954","0",false,0.538535851890861
"12342","9286100200",2014/08/13,450000,"3",2.5,"1670","2589",2,false,NONE,Average,8 Good,"1670","0.0","2000",2000,"98027",47.5314,-122.047,"1670","2897","0",false,0.382461714087358
"12343","5151600390",2014/11/13,305000,"4",1.75,"2251","12731",1,false,FAIR,Good,8 Good,"1390","861.0","1957",1957,"98003",47.3369,-122.32,"2520","12539","861",false,0.778480979119596
"12344","4172100240",2014/09/02,643002,"3",2.5,"1770","3744",1.5,false,NONE,Average,7 Average,"1270","500.0","1929",1929,"98117",47.6807,-122.364,"1400","4680","500",false,0.889148859056092
"12345","5422560830",2015/04/13,468000,"2",1.75,"1510","4500",1,false,NONE,Average,8 Good,"1510","0.0","1978",1978,"98052",47.6644,-122.13,"1740","6000","0",false,0.249698697281654
"12346","5104520640",2015/02/20,324950,"4",2.5,"1770","5000",2,false,NONE,Average,7 Average,"1770","0.0","2004",2004,"98038",47.3506,-122.006,"2080","5100","0",false,0.359478013683581
"12347","8078550320",2015/03/26,290000,"3",2,"1260","7346",1,false,NONE,Average,7 Average,"1260","0.0","1987",1987,"98031",47.4034,-122.176,"1460","7363","0",false,0.165970918632256
"12348","8099600160",2015/04/29,488500,"3",2,"1710","10959",1,false,NONE,Good,7 Average,"1030","680.0","1981",1981,"98033",47.697,-122.199,"1710","10498","680",false,0.137190429872831
"12349","7287700059",2014/08/13,367950,"3",1.75,"2290","8234",1,false,NONE,Good,7 Average,"1250","1040.0","1950",1950,"98133",47.7611,-122.351,"1660","7200","1040",false,0.68816877724336
"12350","8862000075",2015/02/20,285000,"2",1,"790","6555",1,false,NONE,Fair,6 Low Average,"790","0.0","1956",1956,"98146",47.5015,-122.35,"1440","7601","0",false,0.205731674758903
"12351","8887001625",2015/04/10,417000,"3",2.75,"1820","52889",2,false,NONE,Average,8 Good,"1820","0.0","1991",1991,"98070",47.501,-122.463,"1820","45528","0",false,0.303747313943766
"12352","9464700340",2014/07/08,1120000,"4",2.5,"3180","31931",1,false,NONE,Good,10 Very Good,"2390","790.0","1978",1978,"98007",47.6388,-122.149,"3180","35007","790",false,0.465916936621583
"12353","5451300117",2015/04/22,1550000,"4",4,"5280","17677",2,false,GOOD,Average,11 Excellent,"3220","2060.0","1978",1978,"98040",47.5323,-122.238,"3470","17474","2060",false,0.0972492939225907
"12354","587550340",2014/05/02,604000,"3",2.5,"3240","33151",2,false,AVERAGE,Average,10 Very Good,"3240","0.0","1995",1995,"98023",47.3256,-122.378,"4050","24967","0",false,0.103243518047474
"12355","2591820070",2015/04/28,380000,"3",2.5,"2390","8102",2,false,NONE,Good,8 Good,"2390","0.0","1986",1986,"98058",47.4378,-122.16,"2310","8606","0",false,0.318701591807125
"12356","6679000960",2014/11/16,336500,"4",2.5,"2500","5264",2,false,NONE,Average,7 Average,"2500","0.0","2003",2003,"98038",47.3853,-122.028,"1960","5250","0",false,0.511506364395205
"12357","9138100350",2015/02/18,685000,"4",2,"2290","6000",1.5,false,GOOD,Very Good,7 Average,"2290","0.0","1900",1900,"98115",47.6807,-122.318,"2000","3150","0",false,0.159537479011424
"12358","6065300370",2015/05/06,4210000,"5",6,"7440","21540",2,false,NONE,Average,12 Luxury,"5550","1890.0","2003",2003,"98006",47.5692,-122.189,"4740","19329","1890",false,0.0192320782871102
"12359","5315100393",2014/12/11,670000,"3",1,"1600","16868",1,false,FAIR,Average,7 Average,"990","610.0","1946",1946,"98040",47.5872,-122.241,"2600","12735","610",false,0.367527572612386
"12360","5244800695",2014/06/16,524000,"2",1,"1120","2000",1.5,false,NONE,Average,7 Average,"1120","0.0","1910",1910,"98109",47.6454,-122.354,"1500","4000","0",false,0.223780936754598
"12361","3584000400",2014/12/11,172000,"3",1,"1340","10260",1,false,NONE,Average,7 Average,"1340",?,"1968",1968,"98003",47.3173,-122.317,"1250","8775","0",false,0.367042495186387
"12362","6746701090",2014/06/19,680000,"6",2,"1670","3000",1,false,NONE,Very Good,7 Average,"900","770.0","1911",1911,"98105",47.6637,-122.316,"1330","1099","770",false,0.673152691398803
"12363","2421059017",2014/05/23,549900,"4",3,"2830","213879",2,false,NONE,Good,8 Good,"2830",?,"1987",1987,"98092",47.2925,-122.107,"2250","213008","0",false,0.73762407010211
"12364","4053200926",2014/12/05,357000,"4",2.75,"2700","49428",1,false,NONE,Good,9 Better,"2700","0.0","1988",1988,"98042",47.3168,-122.079,"2728","85905","0",false,0.187169181945627
"12365","7899800045",2014/08/28,107000,"3",1.5,"910","5120",1,false,NONE,Average,6 Low Average,"910","0.0","1973",1973,"98106",47.5238,-122.356,"1410","5132","0",false,0.554640413422462
"12366","7899800045",2014/12/02,232900,"3",1.5,"910","5120",1,false,NONE,Average,6 Low Average,"910","0.0","1973",1973,"98106",47.5238,-122.356,"1410","5132","0",false,0.554640413422462
"12367","9482700075",2015/01/12,800000,"4",3.5,"2370","3302",2,false,NONE,Average,8 Good,"1610","760.0","1926",2014,"98103",47.684,-122.341,"2170","3800","760",true,0.0827386166345308
"12368","6300000368",2015/03/27,248500,"2",1.5,"880","1498",2,false,NONE,Average,7 Average,"880","0.0","1999",1999,"98133",47.7063,-122.342,"880","5060","0",false,0.953630419833505
"12369","5135000160",2014/06/12,670000,"3",2.5,"2050","6420",1,false,GOOD,Average,8 Good,"1730","320.0","1956",1956,"98116",47.5708,-122.405,"2370","7620","320",false,0.251831030848576
"12370","1022069050",2015/02/27,207000,"3",1.75,"1180","21275",1,false,NONE,Good,6 Low Average,"1180","0.0","1958",1958,"98038",47.4018,-122.037,"1490","35100","0",false,0.324518814496802
"12371","2599000370",2014/11/03,164000,"3",1,"1070","8250",1,false,NONE,Average,7 Average,"1070","0.0","1961",1961,"98092",47.2899,-122.192,"1190","8250","0",false,0.806635300062745
"12372","2652500126",2015/02/17,570500,"2",1,"1380","1800",2,false,NONE,Average,7 Average,"1080","300.0","1954",1954,"98119",47.6416,-122.361,"1600","3600","300",false,0.621361089972053
"12373","2923500550",2014/06/25,599990,"3",2.25,"2680","9162",1,false,NONE,Average,8 Good,"1570","1110.0","1978",1978,"98027",47.5683,-122.091,"2480","8261","1110",false,0.122788290390017
"12374","3760100200",2014/10/06,395000,"5",1.75,"2100","9599",1,false,NONE,Average,7 Average,"1060","1040.0","1961",1961,"98034",47.7097,-122.216,"1680","10712","1040",false,0.391736011366866
"12375","1226069045",2014/08/27,979500,"4",3.75,"4133","361548",2,false,NONE,Average,11 Excellent,"4133","0.0","2000",2000,"98019",47.7479,-121.972,"1970","291416","0",false,0.325915054498645
"12376","3935900232",2014/09/29,207000,"3",1,"920","5546",1,false,NONE,Fair,6 Low Average,"920",?,"1928",1928,"98125",47.7114,-122.284,"1300","5546","0",false,0.379032353364822
"12377","3935900232",2015/01/12,237000,"3",1,"920","5546",1,false,NONE,Fair,6 Low Average,"920","0.0","1928",1928,"98125",47.7114,-122.284,"1300","5546","0",false,0.379032353364822
"12378","224069105",2015/04/10,650100,"2",1,"1750","60872",1,false,NONE,Good,7 Average,"1180","570.0","1973",1973,"98075",47.5946,-122.006,"2480","5425","570",false,0.175420977369247
"12379","8087800400",2014/12/01,385000,"4",2.5,"1950","7350",1,false,NONE,Average,7 Average,"1150","800.0","1963",1963,"98052",47.656,-122.134,"2050","9068","800",false,0.46264882683466
"12380","723049301",2014/08/13,335000,"2",1.75,"1660","11437",2,false,NONE,Average,7 Average,"1660","0.0","1958",1992,"98146",47.4899,-122.339,"1290","7860","0",true,0.24059534945426
"12381","4136920030",2014/05/24,347000,"4",1.5,"2670","10026",2,false,NONE,Average,8 Good,"2670","0.0","1996",1996,"98092",47.2659,-122.215,"2420","11900","0",false,0.226551356229367
"12382","7686203385",2015/03/26,204000,"3",1,"980","8000",1,false,NONE,Good,6 Low Average,"980","0.0","1954",1954,"98198",47.42,-122.317,"1240","8000","0",false,0.566841847257719
"12383","7922710520",2015/05/07,615000,"4",2.25,"1780","10260",2,false,NONE,Average,8 Good,"1780","0.0","1971",1971,"98052",47.6647,-122.142,"2360","10080","0",false,0.589233969654321
"12384","824059293",2014/10/28,943500,"3",2.25,"2370","10890",2,false,NONE,Good,7 Average,"2370","0.0","1980",1980,"98004",47.5827,-122.197,"2370","9514","0",false,0.174815936991648
"12385","3959400335",2015/04/23,560000,"3",2,"1640","7333",1,false,NONE,Good,7 Average,"1020","620.0","1941",1941,"98108",47.5636,-122.316,"2130","4933","620",false,0.376246115441086
"12386","6072760390",2015/04/07,547500,"4",2.5,"2610","7254",1,false,NONE,Fair,8 Good,"1610","1000.0","1975",1975,"98006",47.5618,-122.176,"2250","7407","1000",false,0.367365051526781
"12387","2787700030",2014/10/10,359500,"4",1.75,"2030","7210",1,false,NONE,Average,7 Average,"1450","580.0","1968",1968,"98059",47.5067,-122.164,"1750","8387","580",false,0.447775084296091
"12388","6446200060",2015/04/01,660000,"3",2.5,"2590","35640",1,false,NONE,Average,9 Better,"2590","0.0","1987",1987,"98029",47.5516,-122.03,"2590","31200","0",false,0.303166742423284
"12389","1545800710",2014/05/23,258000,"3",1.75,"1620","7540",1,false,NONE,Average,7 Average,"1310","310.0","1988",1988,"98038",47.3635,-122.052,"1580","7540","310",false,0.119937613400408
"12390","3522059196",2014/06/27,355000,"3",1.75,"2040","22693",1,false,NONE,Good,8 Good,"2040","0.0","1980",1980,"98042",47.3519,-122.14,"1950","6280","0",false,0.17922130493081
"12391","4365200186",2014/06/06,253500,"2",1,"810","4800",1,false,NONE,Average,7 Average,"810","0.0","1948",1948,"98126",47.5232,-122.375,"1240","7740","0",false,0.975260382930711
"12392","2064800890",2015/04/15,422500,"3",1,"1270","8920",1,false,NONE,Very Good,7 Average,"1270","0.0","1969",1969,"98056",47.534,-122.172,"1590","8589","0",false,0.226832402885666
"12393","9268710390",2014/11/13,239000,"2",2,"1470","2052",1.5,false,NONE,Average,7 Average,"1470","0.0","1986",1986,"98003",47.3086,-122.328,"1470","2052","0",false,0.294542152674701
"12394","2273600260",2015/04/03,628000,"3",2.25,"1720","8521",1,false,NONE,Good,7 Average,"1140","580.0","1984",1984,"98033",47.6882,-122.184,"1530","8692","580",false,0.208495689145189
"12395","9206950200",2015/03/10,352000,"2",2.5,"1320","1957",1,false,NONE,Average,8 Good,"660","660.0","2004",2004,"98106",47.5364,-122.365,"1420","2198","660",false,0.129114402252034
"12396","2291400341",2015/02/03,311600,"3",2.25,"1358","1196",3,false,NONE,Average,7 Average,"1358","0.0","2007",2007,"98133",47.7052,-122.346,"1358","1196","0",false,1.10339257238568
"12397","1311400350",2014/10/09,235000,"4",1.5,"2070","7245",1,false,NONE,Good,7 Average,"1060","1010.0","1964",1964,"98001",47.3417,-122.281,"1450","7350","1010",false,0.406511646612767
"12398","191100810",2014/08/11,870000,"5",2.25,"2910","9525",2,false,NONE,Good,9 Better,"2910","0.0","1968",1968,"98040",47.5633,-122.218,"2740","9525","0",false,0.00972425986799333
"12399","7895500550",2015/03/19,190848,"4",1.5,"1370","7904",1,false,NONE,Average,7 Average,"900","470.0","1970",1970,"98001",47.3344,-122.28,"1370","7900","470",false,0.372453920715662
"12400","9221400335",2014/10/01,570000,"4",1.75,"2340","5080",1,false,NONE,Very Good,7 Average,"1170","1170.0","1924",1924,"98115",47.6746,-122.32,"1270","3270","1170",false,0.506539320861852
